Document	Subdoc	WordId	WordForm	ChangedAttrib	NewValue	OldValue	Relevant
0085-004	237-238	11	δ’	postag	b--------	g--------	
0085-004	239-241	9	ἀκρόπτολιν	relation	OBJ	OBJ_AP	
0085-004	239-241	9	ἀκρόπτολιν	head	8	10	
0085-004	239-241	10	,	relation	AuxX	APOS	
0085-004	239-241	10	,	head	0	8	
0085-004	239-241	12	ἕδος	relation	APOS	OBJ_AP	
0085-004	239-241	12	ἕδος	head	9	10	
0085-004	239-241	13	,	head	9	10	
0085-004	242-243	1	μή	postag	d--------	c--------	
0085-004	242-243	2	νυν	lemma	νυν	νῦν	
0085-004	242-243	2	νυν	relation	AuxY	AuxZ	
0085-004	242-243	2	νυν	head	11	1	
0085-004	242-243	5	θνῄσκοντας	lemma	θνῄσκω	θνήσκω	
0085-004	242-243	6	ἢ	postag	b--------	c--------	
0085-004	242-243	8	πύθησθε	postag	v2ppse---	v2pasa---	
0085-004	244	1	τούτῳ	postag	p-s---nd-	a-s---nd-	
0085-004	244	1	τούτῳ	relation	OBJ	OBJ_AP	
0085-004	244	1	τούτῳ	head	4	5	
0085-004	244	2	γὰρ	postag	d--------	g--------	
0085-004	244	5	,	relation	AuxX	APOS	
0085-004	244	5	,	head	0	4	
0085-004	244	6	φόνῳ	relation	APOS	OBJ_AP	
0085-004	244	6	φόνῳ	head	1	5	
0085-004	245	1	καὶ	postag	d--------	c--------	
0085-004	245	2	μὴν	postag	d--------	g--------	
0085-004	245	2	μὴν	head	3	1	
0085-004	245	4	γ’	postag	d--------	g--------	
0085-004	246	1	μή	postag	d--------	c--------	
0085-004	246	2	νυν	lemma	νυν	νῦν	
0085-004	246	2	νυν	relation	AuxY	AuxZ	
0085-004	246	2	νυν	head	4	1	
0085-004	246	6	ἄγαν	relation	ADV	AuxZ	
0085-004	248	2	ἔμ’	postag	p1s---ca-	p-s---ma-	
0085-004	249	4	δ’	postag	b--------	g--------	
0085-004	250	3	μηδὲν	postag	p-s---na-	n-s---na-	
0085-004	250	5	ἐρεῖς	lemma	λέγω	ἐρῶ	
0085-004	251	4	μὴ	postag	d--------	c--------	
0085-004	253	4	μή	postag	d--------	c--------	
0085-004	253	5	με	postag	p1s---ca-	p-s---ma-	
0085-004	254	1	αὐτὴ	postag	p-s---fn-	a-s---fn-	
0085-004	254	1	αὐτὴ	relation	ADV	ATV	
0085-004	254	2	σὺ	postag	p2s---cn-	p-s---fn-	
0085-004	254	4	κἀμὲ	postag	p1s---ca-	p-s---ma-	
0085-004	254	5	καὶ	postag	b--------	c--------	
0085-004	256	5	οἷον	postag	p-s---na-	a-s---na-	
0085-004	256	5	οἷον	relation	ADV	ATV	
0085-004	257	1	μοχθηρόν	relation	ADV	ATV	
0085-004	257	2	,	relation	AuxX	AuxC	
0085-004	257	3	ὥσπερ	postag	c--------	d--------	
0085-004	257	9	[0]	lemma	_	/	
0085-004	257	10	[1]	lemma	_	/	
0085-004	257	11	[2]	lemma	_	/	
0085-004	259	2	γὰρ	postag	d--------	g--------	
0085-004	260	2	μοι	postag	p1s---cd-	p-s---md-	
0085-004	260	4	εἰ	postag	d--------	c--------	
0085-004	261	2	ἂν	postag	d--------	g--------	
0085-004	261	4	τάχιστα	postag	a-p---nas	a-p---na-	
0085-004	261	6	καὶ	postag	b--------	c--------	
0085-004	261	8	εἴσομαι	postag	v1sfim---	v1sfi----	
0085-004	262	4	τάλαινα	postag	a-s---fv-	a-s---fn-	
0085-004	262	6	μὴ	postag	d--------	c--------	
0085-004	263	2	ἄλλοις	postag	p-p---md-	a-p---md-	
0085-004	263	3	πείσομαι	postag	v1sfim---	v1sfi----	
0085-004	264	1	τοῦτ’	postag	p-s---na-	a-s---na-	
0085-004	264	3	ἐκείνων	postag	p-p---ng-	a-p---ng-	
0085-004	264	6	σέθεν	postag	p2s---cg-	p-s---fg-	
0085-004	265-266	1	καὶ	postag	d--------	c--------	
0085-004	265-266	1	καὶ	relation	AuxY	COORD	
0085-004	265-266	1	καὶ	head	10	0	
0085-004	265-266	3	γε	postag	d--------	g--------	
0085-004	265-266	3	γε	relation	AuxZ	AuxY	
0085-004	265-266	4	τούτοις	postag	p-p---md-	a-p---md-	
0085-004	265-266	6	ἐκτὸς	postag	r--------	d--------	
0085-004	265-266	7	οὖσ’	postag	v-sppafn-	v-pppafn-	
0085-004	265-266	10	εὔχου	relation	PRED	PRED_CO	
0085-004	265-266	10	εὔχου	head	0	1	
0085-004	265-266	12	κρείσσω	lemma	κρατύς	κρείσσων	
0085-004	265-266	12	κρείσσω	relation	OBJ	OBJ_AP	
0085-004	265-266	12	κρείσσω	head	10	13	
0085-004	265-266	13	,	relation	AuxX	APOS	
0085-004	265-266	13	,	head	0	10	
0085-004	265-266	15	εἶναι	relation	APOS	OBJ_AP	
0085-004	267-270	1	καί	form	καί	κἀμῶν	
0085-004	267-270	1	καί	lemma	καί	ἐμός	
0085-004	267-270	1	καί	postag	d--------	a-p---ng-	
0085-004	267-270	1	καί	relation	AuxY	COORD	
0085-004	267-270	1	καί	head	10	0	
0085-004	267-270	3	εὐγμάτων	lemma	εὖγμα	εὐγμα	
0085-004	267-270	6	σὺ	postag	p2s---cn-	p-s---fn-	
0085-004	267-270	6	σὺ	relation	SBJ	ExD	
0085-004	267-270	7	ὀλολυγμὸν	relation	OBJ	OBJ_AP	
0085-004	267-270	7	ὀλολυγμὸν	head	10	16	
0085-004	267-270	10	παιώνισον	relation	PRED	PRED_CO	
0085-004	267-270	10	παιώνισον	head	0	1	
0085-004	267-270	11	,	head	7	16	
0085-004	267-270	13	νόμισμα	relation	APOS	OBJ_AP	
0085-004	267-270	13	νόμισμα	head	7	16	
0085-004	267-270	16	,	relation	AuxX	APOS	
0085-004	267-270	16	,	head	0	10	
0085-004	267-270	17	θάρσος	relation	APOS	OBJ_AP	
0085-004	267-270	17	θάρσος	head	7	16	
0085-004	271-278	1	ἐγὼ	postag	p1s---cn-	p-s---mn-	
0085-004	271-278	2	δὲ	postag	d--------	g--------	
0085-004	271-278	9	τε	postag	b--------	g--------	
0085-004	271-278	10	κἀγορᾶς	lemma	καί	ἀγορά	
0085-004	271-278	10	κἀγορᾶς	postag	b--------	n-s---fg-	
0085-004	271-278	14	τε	postag	b--------	g--------	
0085-004	271-278	18	τ’	postag	b--------	g--------	
0085-004	271-278	23	καὶ	postag	b--------	c--------	
0085-004	271-278	25	σεσωμένης	lemma	σῴζω	σώζω	
0085-004	271-278	36	ἐπεύχομαι]	relation	ExD	PRED_PA	
0085-004	271-278	38	τροπαῖα	lemma	τρόπαιον	τροπαῖος	
0085-004	271-278	38	τροπαῖα	postag	n-p---na-	a-p---na-	
0085-004	271-278	40	δαΐων	lemma	δάϊος	δάιος	
0085-004	271-278	41	δ’	postag	b--------	g--------	
0085-004	271-278	42	ἐσθήματα	relation	OBJ	OBJ_AP	
0085-004	271-278	42	ἐσθήματα	head	44	43	
0085-004	271-278	43	,	relation	AuxX	APOS	
0085-004	271-278	43	,	head	0	44	
0085-004	271-278	45	λάφυρα	relation	APOS	OBJ_AP	
0085-004	271-278	45	λάφυρα	head	42	43	
0085-004	279	5	πολεμίων	lemma	πολέμιος	πολεμέω	
0085-004	279	5	πολεμίων	postag	a-p---mg-	v-sppamn-	
0085-004	279	6	δ’	postag	b--------	g--------	
0085-004	279	9	[0]	lemma	_	/	
0085-004	280-281	1	?	relation	AuxK	UNDEFINED	
0085-004	280-281	2	]	relation	AuxG	UNDEFINED	
0085-004	280-281	3	τοιαῦτ’	postag	p-p---na-	a-p---na-	
0085-004	280-281	5	μὴ	postag	d--------	c--------	
0085-004	280-281	9	μη	postag	d--------	g--------	
0085-004	280-281	10	δ’	postag	b--------	g--------	
0085-004	280-281	16	[0]	lemma	_	/	
0085-004	282	2	γάρ	postag	d--------	g--------	
0085-004	282	3	τι	relation	ADV	AuxZ	
0085-004	282	4	μᾶλλον	lemma	μάλα	μᾶλλον	
0085-004	282	4	μᾶλλον	postag	d-------c	d--------	
0085-004	282	5	μὴ	postag	d--------	c--------	
0085-004	282	5	μὴ	relation	AuxZ	AuxY	
0085-004	282	7	τὸ	postag	l-s---na-	p-s---na-	
0085-004	283-287	1	ἐγὼ	postag	p1s---cn-	p-s---mn-	
0085-004	283-287	2	δέ	postag	d--------	g--------	
0085-004	283-287	3	γ’	postag	d--------	g--------	
0085-004	283-287	6	ἐμοὶ	postag	p1s---cd-	p-s---md-	
0085-004	283-287	8	ἑβδόμῳ	relation	ADV	ATV	
0085-004	283-287	9	ἀντηρέτας	relation	ADV	ATV	
0085-004	283-287	15	ἑπτατειχεῖς	postag	a-p---fa-	a-p---ma-	
0085-004	283-287	16	ἐξόδους	postag	n-p---fa-	a-p---fa-	
0085-004	283-287	20	πρὶν	postag	c--------	d--------	
0085-004	283-287	23	τε	postag	b--------	g--------	
0085-004	283-287	24	καὶ	postag	b--------	c--------	
0085-004	283-287	27	ἱκέσθαι	postag	v--anm---	v--an----	
0085-004	283-287	28	καὶ	postag	b--------	c--------	
0085-004	288	4	δ’	postag	b--------	g--------	
0085-004	288	7	κέαρ	lemma	κέαρ	κῆρ	
0085-004	289-294	1	γείτονες	postag	a-p---fn-	n-p---fn-	
0085-004	289-294	2	δὲ	postag	d--------	g--------	
0085-004	289-294	2	δὲ	relation	AuxY	COORD	
0085-004	289-294	2	δὲ	head	5	0	
0085-004	289-294	5	ζωπυροῦσι	relation	PRED	PRED_CO	
0085-004	289-294	5	ζωπυροῦσι	head	0	2	
0085-004	289-294	12	ὥς	postag	c--------	d--------	
0085-004	289-294	13	τις	postag	p-s---cn-	p-s---fn-	
0085-004	295-297	1	τοὶ	postag	l-p---mn-	p-p---mn-	
0085-004	295-297	2	μὲν	postag	d--------	g--------	
0085-004	295-297	3	γὰρ	postag	d--------	g--------	
0085-004	297	2	γένωμαι	postag	v1sasm---	v1sas----	
0085-004	298-300	1	τοὶ	postag	l-p---mn-	p-p---mn-	
0085-004	298-300	2	δ’	postag	d--------	g--------	
0085-004	301-303	4	διογενεῖς	form	διογενεῖς	Διογενεῖς	
0085-004	301-303	8	καὶ	postag	b--------	c--------	
0085-004	301-303	10	Καδμογενῆ	relation	ATR	COORD	
0085-004	301-303	10	Καδμογενῆ	head	9	8	
0085-004		4	γαίας	lemma	γῆ	γαῖα	
0085-004		28	παῖδες	postag	n-p---cn-	n-p---mn-	
0085-004	312-317	8	τοῖσι	postag	l-p---md-	p-p---md-	
0085-004	312-317	9	μὲν	postag	d--------	g--------	
0085-004	312-317	10	ἔξω	postag	r--------	d--------	
0085-004	312-317	13	κῆρα	relation	OBJ	OBJ_AP	
0085-004	312-317	13	κῆρα	head	18	14	
0085-004	312-317	14	,	relation	AuxX	APOS	
0085-004	312-317	14	,	head	0	18	
0085-004	312-317	16	ἄταν	relation	APOS	OBJ_AP	
0085-004	312-317	16	ἄταν	head	13	14	
0085-004	312-317	17	,	head	13	14	
0085-004	318-320	1	καὶ	postag	d--------	c--------	
0085-004	318-320	5	εὔεδροί	relation	ADV	AtvV	
0085-004	318-320	6	τε	postag	b--------	g--------	
0085-004	329-331	1	βοᾷ	relation	PRED	PRED_CO	
0085-004	329-331	1	βοᾷ	head	0	2	
0085-004	329-331	2	δ’	postag	d--------	g--------	
0085-004	329-331	2	δ’	relation	AuxY	COORD	
0085-004	329-331	2	δ’	head	1	0	
0085-004	332	2	τοι	postag	d--------	g--------	
0085-004	332	2	τοι	relation	AuxY	AuxZ	
0085-004	333-335	2	δ’	postag	d--------	g--------	
0085-004	333-335	6	προπάροιθεν	lemma	προπάροιθε	προπάροιθεν	
0085-004	333-335	12	[0]	lemma	_	/	
0085-004	336	3	[0]	lemma	_	/	
0085-004	336-337	3	γὰρ	postag	d--------	g--------	
0085-004	338-339	2	γάρ	postag	d--------	g--------	
0085-004	338-339	4	εὖτε	relation	AuxC	AuxP	
0085-004	338-339	8	ἒ	relation	ExD	AuxY	
0085-004	338-339	8	ἒ	head	13	9	
0085-004	338-339	9	ἔ	relation	ExD	AuxY	
0085-004	338-339	12	τε	postag	b--------	g--------	
0085-004	341-342	2	[δὲ]	postag	d--------	g--------	
0085-004	341-342	2	[δὲ]	relation	AuxY	UNDEFINED	
0085-004	341-342	2	[δὲ]	head	3	0	
0085-004	343-344	2	δ’	postag	d--------	g--------	
0085-004	343-344	2	δ’	relation	AuxY	COORD	
0085-004	343-344	2	δ’	head	3	0	
0085-004	343-344	3	ἐπιπνεῖ	relation	PRED	PRED_CO	
0085-004	343-344	3	ἐπιπνεῖ	head	0	2	
0085-004	345-347	2	δ’	postag	d--------	g--------	
0085-004	345-347	6	προτὶ	relation	AuxP	ADV	
0085-004	345-347	7	[πτόλιν]	relation	ADV	UNDEFINED	
0085-004	345-347	7	[πτόλιν]	head	6	0	
0085-004	345-347	8	δ’	postag	b--------	g--------	
0085-004	345-347	12	[0]	lemma	_	/	
0085-004	345-347	13	[1]	lemma	_	/	
0085-004	347-348	3	δ’	postag	b--------	g--------	
0085-004	347-348	3	δ’	relation	AuxY	COORD	
0085-004	347-348	3	δ’	head	7	0	
0085-004	347-348	7	κλίνεται	relation	PRED	PRED_CO	
0085-004	347-348	7	κλίνεται	head	0	3	
0085-004	349-350	2	δ’	postag	d--------	g--------	
0085-004	349-350	2	δ’	relation	AuxY	COORD	
0085-004	349-350	2	δ’	head	7	0	
0085-004	349-350	7	βρέμονται	relation	PRED	PRED_CO	
0085-004	349-350	7	βρέμονται	head	0	2	
0085-004	351	2	δὲ	postag	d--------	g--------	
0085-004	351	2	δὲ	relation	AuxY	COORD	
0085-004	351	2	δὲ	head	6	0	
0085-004	351	4	ὁμαίμονες	postag	a-p---mn-	n-p---mn-	
0085-004	351	6	[0]	lemma	_	/	
0085-004	351	6	[0]	relation	PRED	PRED_CO	
0085-004	351	6	[0]	head	0	2	
0085-004	352-355	5	καὶ	postag	b--------	c--------	
0085-004	352-355	15	τε	postag	b--------	g--------	
0085-004	352-355	17	οὔ	lemma	οὔτε	οὔτι	
0085-004	352-355	18	τ’	postag	b--------	g--------	
0085-004	356	5	πάρα	lemma	πάρειμι	παρά	
0085-004	356	5	πάρα	postag	v3ppia---	r--------	
0085-004	357-358	2	δὲ	postag	d--------	g--------	
0085-004	357-358	5	πεσὼν	relation	ADV	AtvV	
0085-004	358-359	2	δ’	postag	d--------	g--------	
0085-004	358-359	2	δ’	relation	AuxY	COORD	
0085-004	358-359	2	δ’	head	6	0	
0085-004	358-359	6	[0]	lemma	_	/	
0085-004	358-359	6	[0]	relation	PRED	PRED_CO	
0085-004	358-359	6	[0]	head	0	2	
0085-004	360-362	2	δ’	postag	d--------	g--------	
0085-004	360-362	2	δ’	relation	AuxY	COORD	
0085-004	360-362	2	δ’	head	9	0	
0085-004	360-362	9	φορεῖται	relation	PRED	PRED_CO	
0085-004	360-362	9	φορεῖται	head	0	2	
0085-004	363	1	δμωίδες	lemma	δμῳίς	δμωΐς	
0085-004	363	2	δὲ	postag	d--------	g--------	
0085-004	363	2	δὲ	relation	AuxY	COORD	
0085-004	363	2	δὲ	head	6	0	
0085-004	363	6	[0]	lemma	_	/	
0085-004	363	6	[0]	relation	PRED	PRED_CO	
0085-004	363	6	[0]	head	0	2	
0085-004	364-368	1	τλάμον’	postag	a-s---fa-	n-s---fa-	
0085-004	364-368	2	εὐνὰν	relation	SBJ	SBJ_AP	
0085-004	364-368	2	εὐνὰν	head	13	14	
0085-004	364-368	6	ὣς	postag	c--------	d--------	
0085-004	364-368	12	τέλος	relation	APOS	SBJ_AP	
0085-004	364-368	12	τέλος	head	2	14	
0085-004	364-368	14	,	relation	AuxX	APOS	
0085-004	364-368	14	,	head	0	13	
0085-004	364-368	17	ἐπίρροθον	relation	APOS	SBJ_AP	
0085-004	364-368	17	ἐπίρροθον	head	2	14	
0085-004	364-368	19	[0]	lemma	_	/	
0085-004	364-368	20	[1]	lemma	_	/	
0085-004	369-371	2	τοι	postag	d--------	g--------	
0085-004	369-371	5	ὡς	postag	c--------	d--------	
0085-004	369-371	6	ἐμοὶ	postag	p1s---cd-	p-s---md-	
0085-004	369-371	11	τιν’	postag	p-s---ca-	p-s---fa-	
0085-004	369-371	12	ἡμῖν	postag	p1p---cd-	p-p---md-	
0085-004		1	καὶ	postag	d--------	c--------	
0085-004	374	2	δὲ	postag	d--------	g--------	
0085-004	374	2	δὲ	relation	AuxY	COORD	
0085-004	374	2	δὲ	head	6	0	
0085-004	374	3	καὶ	postag	d--------	c--------	
0085-004	374	6	ἀπαρτίζει	relation	PRED	PRED_CO	
0085-004	374	6	ἀπαρτίζει	head	0	2	
0085-004	375-376	2	ἂν	postag	d--------	g--------	
0085-004	375-376	5	τὰ	postag	l-p---na-	p-p---na-	
0085-004	375-376	10	τ’	postag	b--------	g--------	
0085-004	377-379	2	μὲν	postag	d--------	g--------	
0085-004	377-379	10	δ’	postag	b--------	g--------	
0085-004	377-379	14	περᾶν	postag	v--pna---	v--fna---	
0085-004	379	2	γὰρ	postag	d--------	g--------	
0085-004	380-381	2	δὲ	postag	d--------	g--------	
0085-004	380-381	4	καὶ	postag	b--------	c--------	
0085-004	380-381	9	ὡς	postag	c--------	d--------	
0085-004	380-381	13	[0]	lemma	_	/	
0085-004	382-383	1	θείνει	relation	PRED	PRED_CO	
0085-004	382-383	1	θείνει	head	0	2	
0085-004	382-383	2	δ’	postag	d--------	g--------	
0085-004	382-383	2	δ’	relation	AuxY	COORD	
0085-004	382-383	2	δ’	head	1	0	
0085-004	382-383	10	τε	postag	b--------	g--------	
0085-004	382-383	11	καὶ	postag	b--------	c--------	
0085-004	384-386	1	τοιαῦτ’	postag	p-p---na-	a-p---na-	
0085-004	384-386	3	τρεῖς	postag	m-p---ca-	m--------	
0085-004	384-386	5	λόφους	relation	OBJ	OBJ_AP	
0085-004	384-386	5	λόφους	head	6	7	
0085-004	384-386	7	,	relation	AuxX	APOS	
0085-004	384-386	7	,	head	0	6	
0085-004	384-386	9	χαίτωμ’	relation	APOS	OBJ_AP	
0085-004	384-386	9	χαίτωμ’	head	5	7	
0085-004	384-386	13	δ’	postag	b--------	g--------	
0085-004	387-388	1	ἔχει	relation	PRED	PRED_CO	
0085-004	387-388	1	ἔχει	head	0	2	
0085-004	387-388	2	δ’	postag	d--------	g--------	
0085-004	387-388	2	δ’	relation	AuxY	COORD	
0085-004	387-388	2	δ’	head	1	0	
0085-004	387-388	3	ὑπέρφρον	lemma	ὑπέρφρων	ὑπέφρων	
0085-004	387-388	4	σῆμ’	relation	OBJ	OBJ_AP	
0085-004	387-388	4	σῆμ’	head	1	8	
0085-004	387-388	8	,	relation	AuxX	APOS	
0085-004	387-388	8	,	head	0	1	
0085-004	387-388	12	οὐρανὸν	relation	APOS	OBJ_AP	
0085-004	387-388	12	οὐρανὸν	head	4	8	
0085-004	389-390	1	λαμπρὰ	relation	ADV	ATV	
0085-004	389-390	2	δὲ	postag	d--------	g--------	
0085-004	389-390	2	δὲ	relation	AuxY	COORD	
0085-004	389-390	2	δὲ	head	14	0	
0085-004	389-390	3	πανσέληνος	relation	SBJ	SBJ_AP	
0085-004	389-390	3	πανσέληνος	head	14	10	
0085-004	389-390	7	,	head	3	10	
0085-004	389-390	8	πρέσβιστον	relation	APOS	SBJ_AP	
0085-004	389-390	8	πρέσβιστον	head	3	10	
0085-004	389-390	10	,	relation	AuxX	APOS	
0085-004	389-390	10	,	head	0	14	
0085-004	389-390	12	ὀφθαλμός	relation	APOS	SBJ_AP	
0085-004	389-390	12	ὀφθαλμός	head	3	10	
0085-004	389-390	13	,	head	3	10	
0085-004	389-390	14	πρέπει	relation	PRED	PRED_CO	
0085-004	389-390	14	πρέπει	head	0	2	
0085-004	391-394	1	τοιαῦτ’	postag	p-p---na-	a-p---na-	
0085-004	391-394	16	ὣς	postag	c--------	d--------	
0085-004	391-394	26	[0]	lemma	_	/	
0085-004	395	1	τίν’	postag	p-s---ca-	p-s---ma-	
0085-004	395-396	1	τίς	postag	p-s---cn-	p-s---mn-	
0085-004	395-396	9	[0]	lemma	_	/	
0085-004	397-398	2	μὲν	postag	d--------	g--------	
0085-004	397-398	5	ἂν	postag	d--------	g--------	
0085-004	397-398	7	ἐγώ	postag	p1s---cn-	p-s---mn-	
0085-004	397-398	9	οὐ	postag	d--------	g--------	
0085-004	397-398	10	δ’	postag	b--------	g--------	
0085-004	399	2	δὲ	postag	d--------	g--------	
0085-004	399	4	τ’	postag	b--------	g--------	
0085-004	400-402	1	καὶ	postag	d--------	c--------	
0085-004	400-402	1	καὶ	relation	AuxY	COORD	
0085-004	400-402	1	καὶ	head	12	0	
0085-004	400-402	3	ταύτην	postag	p-s---fa-	a-s---fa-	
0085-004	400-402	9	μαρμαίρουσαν	relation	ADV	ATV	
0085-004	400-402	12	,	head	0	1	
0085-004	400-402	14	ἂν	postag	d--------	g--------	
0085-004	400-402	15	γένοιτο	postag	v3saom---	v3sao----	
0085-004	400-402	19	τινί	postag	p-s---cd-	p-s---md-	
0085-004	400-402	21	[0]	lemma	_	/	
0085-004	403-406	2	γὰρ	postag	d--------	g--------	
0085-004	403-406	3	θανόντι	lemma	θνῄσκω	θνήσκω	
0085-004	403-406	9	τῷ	lemma	ὁ	τῷ	
0085-004	403-406	9	τῷ	postag	l-s---md-	d--------	
0085-004	403-406	10	τοι	postag	d--------	g--------	
0085-004	403-406	11	φέροντι	postag	v-sppamd-	v3ppia---	
0085-004	403-406	15	γένοιτ’	postag	v3saom---	v3sao----	
0085-004	403-406	16	ἂν	postag	d--------	g--------	
0085-004	403-406	19	τ’	postag	b--------	g--------	
0085-004	403-406	22	καὐτὸς	lemma	καί	αὐτός	
0085-004	403-406	22	καὐτὸς	postag	b--------	a-s---mn-	
0085-004	403-406	24	αὑτοῦ	postag	p-s---mg-	a-s---mg-	
0085-004	403-406	27	μαντεύσεται	postag	v3sfim---	v3sfie---	
0085-004	407-410	1	ἐγὼ	postag	p1s---cn-	p-s---mn-	
0085-004	407-410	2	δὲ	postag	d--------	g--------	
0085-004	407-410	5	ἀστακοῦ	form	ἀστακοῦ	Ἀστακοῦ	
0085-004	407-410	9	προστάτην	relation	ADV	ATV	
0085-004	407-410	14	τε	postag	b--------	g--------	
0085-004	407-410	15	καὶ	postag	b--------	c--------	
0085-004	407-410	17	αἰσχύνης	form	αἰσχύνης	Αἰσχύνης	
0085-004	407-410	20	καὶ	postag	b--------	c--------	
0085-004	407-410	22	ὑπέρφρονας	postag	a-p---ma-	n-p---ma-	
0085-004	411	2	γὰρ	postag	d--------	g--------	
0085-004	411	5	μὴ	postag	d--------	c--------	
0085-004	411	7	δ’	postag	b--------	g--------	
0085-004	411	11	[0]	lemma	_	/	
0085-004	412-414	2	δ’	postag	d--------	g--------	
0085-004	412-414	13	κάρτα	relation	ADV	AuxZ	
0085-004	412-414	14	δ’	postag	b--------	g--------	
0085-004	414	2	δ’	postag	d--------	g--------	
0085-004	415-416	1	δίκη	form	δίκη	Δίκη	
0085-004	415-416	2	δ’	postag	d--------	g--------	
0085-004	415-416	2	δ’	relation	AuxY	COORD	
0085-004	415-416	2	δ’	head	6	0	
0085-004	415-416	4	κάρτα	relation	ADV	AuxZ	
0085-004	415-416	6	προστέλλεται	relation	PRED	PRED_CO	
0085-004	415-416	6	προστέλλεται	head	0	2	
0085-004	417-419	3	νυν	lemma	νυν	νῦν	
0085-004	417-419	12	πρόμαχος	relation	ADV	AtvV	
0085-004	422	1	τούτῳ	postag	p-s---md-	a-s---md-	
0085-004	422	2	μὲν	postag	d--------	g--------	
0085-004	423-426	2	δ’	postag	d--------	g--------	
0085-004	423-426	4	Ἠλέκτραισιν	lemma	Ἠλέκτρα	Ἠλέκτραι	
0085-004	423-426	10	ἄλλος	postag	p-s---mn-	a-s---mn-	
0085-004	423-426	18	δ’	postag	b--------	g--------	
0085-004	423-426	25	δ’	postag	b--------	g--------	
0085-004	423-426	30	μὴ	postag	d--------	c--------	
0085-004	423-426	30	μὴ	relation	AuxZ	AuxY	
0085-004	423-426	34	[0]	lemma	_	/	
0085-004	427-429	2	τε	postag	b--------	g--------	
0085-004	427-429	3	γὰρ	postag	d--------	g--------	
0085-004	427-429	3	γὰρ	head	5	13	
0085-004	427-429	5	ἐκπέρσειν	relation	OBJ	OBJ_CO	
0085-004	427-429	5	ἐκπέρσειν	head	10	13	
0085-004	427-429	7	καὶ	postag	b--------	c--------	
0085-004	427-429	8	μὴ	postag	d--------	c--------	
0085-004	427-429	11	,	head	5	13	
0085-004	427-429	12	οὐ	postag	d--------	g--------	
0085-004	427-429	13	δὲ	postag	b--------	g--------	
0085-004	427-429	13	δὲ	relation	AuxY	COORD	
0085-004	427-429	13	δὲ	head	5	10	
0085-004	427-429	20	σχεθεῖν	lemma	ἔχω	σχεθεῖν	
0085-004	427-429	20	σχεθεῖν	head	5	13	
0085-004	430-431	2	δ’	postag	d--------	g--------	
0085-004	430-431	2	δ’	relation	AuxY	COORD	
0085-004	430-431	2	δ’	head	10	0	
0085-004	430-431	4	τε	postag	b--------	g--------	
0085-004	430-431	5	καὶ	postag	b--------	c--------	
0085-004	430-431	10	προσῄκασεν	relation	PRED	PRED_CO	
0085-004	430-431	10	προσῄκασεν	head	0	2	
0085-004	432-433	2	δὲ	postag	d--------	g--------	
0085-004	432-433	3	σῆμα	relation	ADV	ATV	
0085-004	432-433	9	δὲ	postag	b--------	g--------	
0085-004	434	2	δὲ	postag	d--------	g--------	
0085-004	434	2	δὲ	relation	AuxY	COORD	
0085-004	434	2	δὲ	head	3	0	
0085-004	434	3	φωνεῖ	relation	PRED	PRED_CO	
0085-004	434	3	φωνεῖ	head	0	2	
0085-004	435-436	5	τίς	postag	p-s---cn-	p-s---mn-	
